firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/agility/value,stats/jumping/value,stats/stamina/value,stats/strength/value,stats/awareness/value,stats/bCVision/value,stats/blockShedding/value,stats/breakSack/value,stats/breakTackle/value,stats/carrying/value,stats/catchInTraffic/value,stats/catching/value,stats/changeOfDirection/value,stats/deepRouteRunning/value,stats/finesseMoves/value,stats/hitPower/value,stats/impactBlocking/value,stats/injury/value,stats/jukeMove/value,stats/kickAccuracy/value,stats/kickPower/value,stats/kickReturn/value,stats/leadBlock/value,stats/manCoverage/value,stats/mediumRouteRunning/value,stats/overall/value,stats/passBlock/value,stats/passBlockFinesse/value,stats/passBlockPower/value,stats/playAction/value,stats/playRecognition/value,stats/powerMoves/value,stats/press/value,stats/pursuit/value,stats/release/value,stats/runBlock/value,stats/runBlockFinesse/value,stats/runBlockPower/value,stats/shortRouteRunning/value,stats/spectacularCatch/value,stats/speed/value,stats/spinMove/value,stats/stiffArm/value,stats/tackle/value,stats/throwAccuracyDeep/value,stats/throwAccuracyMid/value,stats/throwAccuracyShort/value,stats/throwOnTheRun/value,stats/throwPower/value,stats/throwUnderPressure/value,stats/toughness/value,stats/trucking/value,stats/zoneCoverage/value,contractYears,contractTotalValue_M,contractAPY_M,contractTotalGuaranteed_M,Development
Jabar,Paul,New York A,DT,Alabama,27,91,12/20/97,75,303,1,95,6,,83,79,75,81,92,92,26,91,12,16,39,22,34,62,5,80,85,91,91,29,17,17,9,39,18,8,91,44,45,44,6,91,87,14,88,15,45,45,46,13,21,84,24,44,88,6,6,6,6,23,12,90,41,30,4,8.0,2.0,4.0,Normal
Elmo,Hayworth,Las Vegas,TE,Georgia,22,90,12/13/02,75,243,1,89,1,Vertical Threat - TE,89,88,82,93,76,93,85,48,12,75,73,85,97,80,74,32,50,67,92,78,14,24,34,56,23,78,90,59,56,51,4,17,31,27,57,79,62,58,53,85,86,90,66,76,50,8,10,13,9,37,13,95,76,29,4,18.138784,4.534696,18.138784,Normal
Brent,Prochaska,Los Angeles N,WR,Fresno State,32,90,12/24/92,73,215,1,17,11,,87,96,97,99,64,93,92,50,22,83,77,91,86,95,90,11,16,46,95,88,28,27,44,26,18,90,90,39,15,14,4,28,11,24,41,93,50,10,19,90,92,88,82,73,41,7,10,17,9,47,18,90,65,24,2,44.0,22.0,26.0,Normal
Scoop,Weeks,New Orleans,MLB,Arkansas St.,36,90,1/11/89,74,248,1,56,13,Field General - MLB,88,74,90,93,86,98,16,74,12,24,62,15,59,72,2,63,88,88,100,25,20,27,11,21,68,8,92,48,45,46,3,92,58,39,93,14,46,49,41,16,19,87,13,45,91,6,6,7,7,28,14,92,47,76,2,17.25,8.625,11.5,Normal
Gates,Wittum,Cleveland,CB,Ohio State,28,90,4/28/97,71,190,1,21,7,Manto Man - CB,94,94,92,92,61,89,66,50,18,60,66,48,78,95,20,33,72,51,88,80,13,18,67,17,92,26,90,35,35,35,6,88,26,86,72,26,35,35,35,30,66,93,66,28,49,8,10,15,6,31,15,86,19,88,5,100.5,20.1,44.5,Normal
Merton,Horan,Philadelphia,DT,Georgia,24,90,4/4/01,75,314,1,98,2,Power Rusher - DT,86,75,81,86,94,90,49,82,12,28,48,44,46,68,26,76,88,92,88,44,40,53,13,54,22,34,89,44,44,47,3,93,89,25,88,39,52,52,59,39,43,84,40,52,90,6,6,8,5,21,18,87,47,28,4,21.806014,5.451504,21.806014,Normal
Trace,Alama-Francis,Jacksonville,RE,Kentucky,28,90,7/13/97,77,255,1,41,6,Smaller Speed Rusher - DE,91,81,92,88,86,94,56,85,12,37,67,61,75,71,32,89,80,87,90,53,14,16,18,12,52,40,88,47,42,47,9,94,85,59,91,42,46,49,42,48,57,89,52,52,83,6,6,6,8,24,12,89,52,62,4,8.0,2.0,4.0,Normal
Glenn,Absher,Green Bay,HB,Alabama,27,90,2/11/98,70,220,1,8,6,Power Back - HB,91,87,84,92,80,93,91,27,39,94,86,53,76,83,43,11,27,52,92,93,11,16,75,38,22,57,91,58,36,42,19,19,8,20,36,52,40,28,35,62,55,89,81,92,37,19,31,36,29,37,21,96,92,30,4,48.0,12.0,12.5,Normal
Viliami,Maumau,Detroit,FS,Illinois,24,90,11/14/00,73,200,1,31,3,Zone - S,92,86,88,95,64,88,74,52,15,61,65,63,87,82,29,30,75,48,89,74,16,21,48,25,78,32,91,29,26,26,3,89,24,68,84,25,23,25,21,30,66,87,65,40,78,4,6,10,8,28,7,72,48,91,4,86.0,21.5,24.381,Normal
Mitch,Weller,Baltimore,SS,Notre Dame,24,90,3/16/01,76,221,1,14,3,Run Support - S,94,87,88,93,71,86,73,67,35,54,67,68,76,76,34,66,86,69,86,70,23,25,37,37,85,33,88,33,38,33,15,91,51,91,95,42,31,39,35,39,75,90,62,58,77,17,24,27,32,37,21,85,53,82,4,16.255085,4.063771,16.255085,Normal
Da'Mon,Kramer,Baltimore,LT,Notre Dame,31,90,3/18/94,78,315,1,79,9,Pass Protector - OT,65,68,70,90,94,98,16,24,12,5,29,22,23,53,5,13,44,88,83,24,21,24,9,86,11,6,91,93,88,91,9,19,20,9,27,23,86,81,86,19,20,70,10,15,31,6,6,6,4,26,17,74,24,13,3,60.0,20.0,44.0,Normal
Vashone,Waldsmith,Kansas City,RG,Tennessee,26,90,6/16/99,78,321,1,65,4,Power - G,75,69,76,90,95,88,10,25,12,5,32,10,24,53,5,10,31,96,92,10,22,24,10,95,10,5,90,79,73,85,6,10,28,10,24,12,92,94,90,10,12,71,10,25,32,6,6,6,6,25,14,92,31,11,4,94.0,23.5,46.75,Normal
Lum,Reisner,Detroit,SS,Alabama,23,89,10/22/01,72,190,1,32,2,Run Support - S,92,85,90,88,59,88,75,62,20,69,63,63,79,86,38,57,89,63,93,69,20,21,79,21,87,38,90,28,34,31,15,91,42,73,96,43,38,34,35,44,70,90,65,42,73,19,21,26,13,26,16,90,47,88,4,8.02173,2.005433,5.623608,Normal
Paddy,Shinners,Cleveland,TE,Miami,29,89,7/10/96,76,246,1,85,8,Vertical Threat - TE,88,80,97,86,74,90,85,43,12,79,78,87,90,71,75,9,16,67,88,77,17,13,41,51,26,78,89,66,57,61,5,14,9,9,38,83,64,65,55,78,89,87,75,81,38,8,10,17,8,14,12,79,73,23,4,54.75,13.6875,17.0,Normal
Hosea,Ortego,Philadelphia,WR,Alabama,26,89,11/14/98,72,170,1,6,4,Slot - WR,93,91,87,93,51,92,89,37,19,72,71,86,94,94,91,14,31,38,91,82,17,16,81,25,29,85,91,33,21,21,17,25,11,20,50,83,47,27,21,89,90,92,76,56,35,15,19,24,17,30,19,87,48,36,3,75.0,25.0,33.997554,Normal
Tillie,Orduna,New Orleans,C,Texas AM,28,89,8/27/97,76,303,1,78,6,Agile - C,78,62,76,86,93,93,13,23,12,9,27,10,31,58,7,14,23,88,90,7,21,22,6,89,11,1,91,81,82,81,6,25,16,10,29,10,94,98,94,12,16,75,11,14,35,6,6,10,4,23,14,90,20,13,5,60.0,12.0,20.09,Normal
D'Wayne,Schleich,Denver,LT,Utah,33,89,5/27/92,77,300,1,72,8,Pass Protector - OT,76,72,70,88,87,93,28,34,12,17,29,30,36,56,8,27,42,86,84,19,20,22,10,82,12,16,89,90,92,88,6,26,33,10,39,22,81,84,78,26,25,75,15,26,38,6,6,6,6,25,14,88,37,15,4,82.0,20.5,23.735,Normal
Jamari,Sillin,Buffalo,HB,Georgia,25,89,9/25/99,71,190,1,4,3,Elusive Back - HB,97,95,78,87,71,91,87,32,20,85,93,52,74,89,61,9,39,40,91,92,13,19,73,47,24,65,91,50,29,22,11,31,9,17,49,60,38,30,25,70,54,93,81,68,43,12,14,17,12,28,19,83,67,34,4,46.0,11.5,15.28,Normal
Ferrell,Mcgeoghan,Chicago,CB,Utah,26,89,4/19/99,72,196,1,1,5,Zone - CB,93,88,86,94,69,93,66,53,13,59,59,57,76,91,12,35,65,57,86,72,16,14,38,13,90,18,87,33,33,35,5,95,27,88,73,31,39,33,37,24,63,90,70,47,51,7,6,8,6,25,13,95,39,95,4,76.0,19.0,43.8,Normal
Shea,Randle,Houston,WR,Michigan,26,89,3/19/99,76,215,1,12,4,Deep Threat - WR,91,91,92,87,69,95,88,29,28,89,76,87,97,80,88,12,22,48,88,80,13,24,39,26,13,90,89,37,28,28,24,18,11,18,34,89,48,28,34,85,86,93,75,72,25,18,25,28,35,40,27,81,62,19,3,72.75,24.25,32.116,Normal
Allen,Nomellini,Houston,LE,Alabama,23,89,9/2/01,76,263,1,51,2,Smaller Speed Rusher - DE,90,86,85,88,83,92,60,88,17,29,51,48,62,71,10,93,87,78,94,59,13,19,11,36,31,16,91,36,34,36,10,92,80,44,85,20,41,48,44,18,54,86,57,55,88,6,6,9,4,19,14,93,45,40,4,8.0,2.0,4.0,Normal
Durwood,Huckleby,Atlanta,CB,Clemson,26,88,9/23/98,73,195,1,24,5,Zone - CB,90,87,86,91,62,93,69,51,15,56,59,55,72,92,21,41,54,48,92,76,13,18,41,18,88,27,88,34,36,37,8,93,30,93,78,37,36,34,36,29,60,93,64,46,53,8,6,7,8,24,11,84,36,93,4,8.0,2.0,4.0,Normal
Smiley,Alexis,Pittsburgh,RE,Charlotte,28,88,8/7/97,76,242,1,56,5,Smaller Speed Rusher - DE,83,78,78,91,87,89,35,88,12,13,44,24,56,71,6,91,81,82,92,32,12,12,8,11,55,3,89,44,42,46,6,87,80,41,92,15,42,42,45,13,27,83,25,32,88,6,6,3,5,27,9,90,31,63,4,68.0,17.0,17.01,Normal
Trell,Mikeska,New York N,LT,Georgia,26,88,1/22/99,77,315,1,78,5,Pass Protector - OT,64,63,77,89,91,85,19,28,12,9,34,20,45,56,12,10,30,93,81,21,24,25,12,84,12,15,87,89,89,93,4,14,10,12,26,19,83,84,82,27,40,69,9,26,29,8,6,5,6,24,14,86,32,15,4,8.0,2.0,4.0,Normal
Dez,Pitts,Indianapolis,DT,Oregon,31,88,3/17/94,79,295,1,99,9,,78,81,81,89,90,88,38,85,12,12,42,18,37,61,3,87,89,91,95,29,16,21,8,39,33,5,87,47,43,47,8,90,78,22,92,18,42,44,42,16,18,78,22,34,90,3,6,5,4,25,19,94,47,42,2,46.0,23.0,43.25,Normal
Letroy,Manusky,Seattle,CB,Illinois,24,88,12/11/00,72,180,0,21,2,Slot - CB,92,94,89,93,57,84,72,51,12,59,60,68,78,89,9,44,84,50,91,75,17,20,61,8,89,19,86,28,26,23,6,85,34,82,90,23,31,35,30,29,67,90,67,34,70,8,10,13,8,36,9,99,24,84,4,31.861153,7.965288,31.861153,Normal
Corky,Garza,Buffalo,LE,Miami,25,88,4/5/00,78,266,1,50,4,Power Rusher - DE,92,80,82,88,81,95,48,86,12,31,46,40,50,69,23,83,83,83,88,43,21,22,11,31,35,28,90,45,46,46,4,93,87,29,92,31,42,46,43,28,46,86,33,46,84,8,6,7,6,21,17,83,33,44,4,80.0,20.0,38.797,Normal
Jehuu,Deratt,Minnesota,FS,Notre Dame,36,88,2/2/89,74,211,0,22,13,Run Support - S,84,89,83,93,74,93,62,69,10,40,65,59,83,83,9,50,91,70,97,56,22,26,9,21,71,11,86,33,37,35,9,92,64,76,83,12,33,36,34,14,74,87,60,37,77,9,10,9,10,24,23,84,60,85,2,10.25,5.125,7.0,Normal
Evander,Te'O-Nesheim,Indianapolis,HB,Wisconsin,26,88,1/19/99,70,226,1,28,5,Power Back - HB,95,83,86,99,81,97,89,26,28,88,89,54,70,86,48,8,23,39,88,85,16,18,45,35,12,52,90,54,23,28,17,13,9,14,30,52,38,23,30,62,59,94,84,86,30,12,20,25,16,33,17,90,84,19,3,42.0,14.0,19.347555,Normal
Britton,Sensabaugh,Minnesota,DT,Alabama,30,88,1/16/95,75,300,1,93,8,Power Rusher - DT,77,71,76,82,95,88,26,86,12,11,41,25,36,51,4,74,81,91,90,27,6,10,12,19,24,5,89,43,43,45,4,89,88,18,87,12,43,46,46,12,29,73,32,33,94,8,6,8,6,20,17,85,27,29,3,51.0,17.0,23.255,Normal
Anderson,Daprato,Seattle,HB,Michigan St.,24,88,10/20/00,69,211,1,9,3,Elusive Back - HB,93,91,85,88,82,82,89,31,28,90,95,46,65,92,42,8,30,33,85,86,11,17,75,30,12,45,88,52,31,36,24,17,12,13,36,47,31,29,21,52,43,92,77,79,38,10,15,19,19,26,10,91,86,18,4,8.0,2.0,4.0,Normal
Navorro,Tharpe,Indianapolis,CB,Valdosta St.,30,88,8/23/95,69,190,1,23,8,Slot - CB,90,87,95,93,61,94,45,55,11,48,53,61,78,89,23,55,63,59,87,74,24,20,72,18,88,27,87,28,31,34,8,91,45,79,78,41,29,38,38,38,78,90,74,50,69,6,6,4,8,16,8,75,50,89,4,8.0,2.0,4.0,Normal
Jeris,Jacquet,San Francisco,FB,Harvard,34,88,4/23/91,74,235,1,44,12,Utility - FB,89,81,92,90,79,85,84,34,33,67,73,71,80,77,59,37,44,73,91,76,17,20,46,92,15,65,86,70,42,48,8,20,32,20,52,70,71,57,60,78,73,88,69,84,46,7,15,21,11,39,23,86,84,20,2,7.5,3.75,3.45,Normal
Davin,Rasheed,Philadelphia,LG,Alabama,26,88,9/30/98,78,332,1,69,4,Power - G,62,70,64,92,94,87,18,43,12,11,29,14,31,49,6,12,39,93,89,11,10,13,9,89,6,7,90,88,80,90,2,32,12,10,21,15,83,84,93,9,16,65,8,24,35,10,6,6,8,24,12,96,27,10,4,84.0,21.0,29.64,Normal
Ellsworth,Houston,Tampa Bay,MLB,Nebraska,35,88,1/23/90,73,233,1,54,13,Field General - MLB,85,85,85,96,78,97,33,81,12,12,62,15,78,74,4,61,85,88,94,36,13,16,12,27,67,6,87,47,47,45,4,92,55,60,93,25,47,46,43,13,49,86,24,41,91,8,6,8,6,14,14,89,27,74,1,9.0,9.0,9.0,Normal
Vic,Stanton,Los Angeles N,QB,Georgia,37,88,2/7/88,75,220,1,9,16,Field General - QB,70,70,71,88,69,89,72,29,73,55,64,15,29,70,11,11,10,28,86,52,27,29,10,14,10,13,86,22,22,25,82,18,9,8,29,14,21,18,15,16,17,77,36,36,28,90,88,91,88,94,85,100,48,22,2,84.0,42.0,40.0,Normal
Dainon,Paremore,Los Angeles N,WR,BYU,24,88,5/29/01,73,206,1,12,2,Slot - WR,92,87,93,97,62,92,90,20,21,79,74,88,96,94,86,8,20,54,84,87,25,32,38,35,10,86,89,30,23,27,32,14,11,12,26,86,62,32,36,93,92,91,77,62,32,6,10,12,31,27,27,82,53,16,4,4.084977,1.021244,0.244976,Normal
Duane,Bechtol,New England,WR,Maryland,31,88,11/29/93,72,191,1,8,10,Slot - WR,91,92,90,93,63,87,91,32,27,84,71,88,93,95,86,12,10,48,86,88,32,28,87,30,33,88,88,38,23,18,17,22,11,28,34,90,55,34,35,93,90,92,89,62,25,20,23,29,26,44,18,94,44,38,3,63.5,21.166667,16.6,Normal
Curvin,Smeja,Minnesota,TE,Iowa,28,88,7/3/97,77,248,1,87,6,Vertical Threat - TE,88,83,90,92,82,95,78,49,17,70,78,87,96,78,72,47,50,65,85,71,35,37,9,58,27,77,88,61,53,55,12,33,35,28,54,82,63,61,59,81,91,85,68,78,44,12,15,22,11,30,14,87,70,36,4,66.0,16.5,29.292,Normal
Cullen,Snider,Dallas,LG,Tulsa,24,88,4/3/01,78,332,1,73,3,Power - G,80,59,71,87,97,86,14,23,10,9,38,15,35,56,2,9,30,89,90,10,16,21,11,88,10,11,89,87,83,90,6,21,11,9,29,10,90,91,90,13,15,73,6,31,30,5,6,3,9,24,4,90,21,12,4,13.389123,3.347281,13.389123,Normal
Morgan,Murchison,Baltimore,C,Iowa,25,88,4/7/00,74,305,1,64,3,Agile - C,80,72,69,89,88,88,21,47,14,20,37,14,25,58,4,34,31,85,93,6,21,19,13,98,10,10,86,87,91,86,4,39,37,10,43,16,85,92,85,14,11,79,10,28,42,7,6,3,8,24,9,92,24,10,4,13.238286,3.309572,13.238286,Normal
Rueben,Meachem,Philadelphia,ROLB,Wisconsin,28,88,12/30/96,74,225,1,53,5,Pass Coverage - OLB,88,83,80,90,77,85,62,73,52,49,64,43,67,74,16,74,85,89,95,65,20,17,10,22,73,20,89,45,47,45,39,88,60,58,91,20,42,44,47,33,58,86,60,38,94,33,40,44,47,47,39,89,38,82,3,51.0,17.0,34.0,Normal
Royce,Specht,Dallas,K,Notre Dame,30,87,3/14/95,75,200,1,17,3,Accurate - KP,75,73,74,80,51,71,29,17,15,17,29,15,32,64,13,10,29,21,89,32,99,100,11,19,15,13,85,18,15,14,17,14,10,11,38,15,16,11,13,16,13,82,29,12,26,23,26,33,21,38,16,76,11,18,3,2.695,0.898333,0.0,Normal
Ellison,Lantz,San Francisco,WR,Arizona St.,27,87,3/17/98,72,200,1,11,5,Slot - WR,96,95,95,90,65,88,87,51,28,81,75,88,86,89,86,32,48,47,93,85,16,17,82,32,48,88,88,37,11,20,13,41,27,46,60,87,48,32,28,85,93,89,79,69,49,12,20,24,25,29,21,85,65,53,4,120.0,30.0,45.0,Normal
Clare,Fryar,Tampa Bay,HB,Oregon,23,87,8/19/02,70,195,1,7,1,Elusive Back - HB,91,89,79,85,63,86,85,30,24,85,92,55,70,85,60,12,22,32,89,97,21,28,79,30,15,63,89,46,29,35,19,16,8,17,31,59,25,27,20,72,55,88,91,70,31,14,20,30,26,38,25,90,68,20,4,4.751552,1.187888,0.731552,Normal
Hector,Goerke,Indianapolis,CB,Mid Tenn St.,29,87,5/16/96,73,196,1,7,7,Zone - CB,86,81,88,92,65,95,65,45,33,60,58,55,73,84,22,49,52,55,88,76,10,16,41,17,85,24,89,23,35,36,21,92,39,93,80,40,38,38,32,27,58,92,70,54,74,4,11,16,20,19,15,83,60,91,3,54.0,18.0,27.0,Normal
Leigh,Mccoo,Philadelphia,TE,S. Dakota St.,30,87,1/3/95,77,256,1,88,7,Vertical Threat - TE,82,82,88,91,74,86,80,32,15,77,73,84,86,74,68,9,27,60,85,75,17,20,19,53,10,73,88,60,60,56,4,16,8,10,35,75,76,73,67,78,87,87,73,82,39,5,10,12,11,24,16,83,74,17,1,10.0,10.0,10.0,Normal
Ken-Yon,Dombrowski,Dallas,CB,Fresno State,26,87,7/12/99,72,197,1,26,3,Zone - CB,93,83,84,88,56,84,78,53,16,62,60,54,85,89,7,38,56,57,92,80,17,14,36,13,85,13,85,34,38,37,3,88,35,86,78,13,37,35,33,12,58,91,69,38,67,9,6,5,4,22,12,87,30,94,4,3.964788,0.991197,0.304788,Normal
Coley,O'Donnell,Seattle,LE,Boise State,33,87,4/28/92,75,265,1,0,11,Run Stopper - DE,81,77,81,85,88,88,42,90,12,27,41,24,31,68,6,84,84,88,85,43,21,20,9,12,39,9,85,43,44,45,5,91,80,43,87,20,47,46,44,14,26,83,34,44,87,7,6,7,6,26,14,95,46,50,3,32.5,10.833333,13.0,Normal
Proc,Zalejski,Green Bay,C,Mississippi St.,29,87,12/26/95,77,311,1,74,6,Pass Protector - C,71,61,69,87,90,89,13,41,12,10,23,15,24,57,3,26,44,85,89,21,12,20,9,75,12,7,87,85,88,86,8,22,32,8,41,21,73,75,72,8,14,75,21,13,36,4,6,5,5,25,12,88,28,15,4,68.0,17.0,24.0,Normal
Mirro,Obrovac,Jacksonville,MLB,Yale,30,87,8/2/95,74,230,1,23,7,Field General - MLB,86,83,90,95,71,91,42,72,15,28,60,49,72,77,9,47,86,80,91,41,15,21,39,19,66,11,87,37,37,34,5,90,55,61,95,17,37,36,37,21,45,89,30,34,93,11,10,14,7,29,8,87,33,72,3,30.0,10.0,21.5,Normal
Dat,Ervins,Detroit,QB,California,30,87,10/14/94,76,223,1,16,9,Field General - QB,81,71,67,91,66,92,59,19,75,50,56,21,41,69,17,10,15,23,94,47,22,20,12,21,12,16,87,16,17,16,96,22,11,7,27,17,15,12,9,28,25,72,42,33,29,84,91,94,87,92,89,95,35,18,4,212.0,53.0,113.611,Normal
Lavern,Weir,New Orleans,FS,Stanford,28,87,2/15/97,73,207,1,21,7,Run Support - S,91,89,86,92,65,85,60,61,13,26,62,63,73,89,14,45,86,68,92,69,81,95,52,19,77,14,86,31,38,37,14,87,38,74,84,23,32,33,32,24,61,92,65,43,78,9,10,16,13,28,18,88,32,82,3,31.5,10.5,22.25,Normal
Gonzalo,Doren,Los Angeles A,RE,Buffalo,34,87,2/22/91,75,269,1,52,11,Run Stopper - DE,84,86,96,86,85,87,56,88,12,33,62,54,63,71,7,86,88,93,93,55,20,25,9,27,50,3,86,46,43,45,8,85,88,49,88,28,43,44,46,13,51,85,61,53,88,7,6,4,6,30,12,92,57,59,1,18.0,18.0,18.0,Normal
Sampson,Ramirez,Las Vegas,LT,UCLA,29,87,10/9/95,80,325,1,74,7,Pass Protector - OT,78,70,76,93,86,93,14,30,12,16,30,15,18,60,10,11,29,87,86,6,12,12,11,83,12,12,85,90,87,91,7,13,9,14,28,13,81,76,87,16,14,75,13,13,31,3,6,5,8,11,16,87,24,16,3,66.0,22.0,25.0,Normal
Yamon,Godfrey,Seattle,DT,USC,31,87,6/20/94,77,302,1,99,10,,75,69,74,83,88,94,39,86,12,13,59,29,40,59,3,70,82,90,92,45,16,16,8,16,25,7,89,44,44,45,8,93,85,19,85,15,46,43,46,16,26,78,33,51,84,8,6,7,6,36,14,85,47,33,3,64.5,21.5,26.15,Normal
Chief,Rorison,New York N,WR,LSU,22,87,7/28/03,72,199,1,1,1,,90,91,97,95,61,88,90,28,27,82,74,85,85,96,89,11,20,42,90,88,24,27,71,21,12,84,88,24,8,10,8,21,11,14,33,76,39,15,21,83,94,96,83,62,32,5,10,14,10,30,15,88,53,18,4,8.0,2.0,4.0,Normal
Stumpy,Fine,Houston,HB,Georgia,29,87,12/27/95,71,227,1,21,7,Power Back - HB,89,85,96,90,86,82,93,27,28,92,93,53,68,82,44,10,36,37,89,86,12,18,34,41,12,49,85,67,25,38,12,19,16,15,35,50,41,30,35,54,50,87,70,93,29,15,20,22,16,24,13,94,90,16,1,2.5,2.5,1.5,Normal
'Omar,Truluck,Washington,RG,Texas,26,87,2/16/99,78,309,1,76,4,Agile - G,85,75,71,94,84,87,21,21,12,9,54,55,58,53,13,20,32,86,88,8,19,19,12,95,11,15,88,86,87,79,8,24,21,10,28,40,91,96,82,38,50,75,11,21,38,5,6,6,5,21,16,82,19,14,4,8.0,2.0,4.0,Normal
Ade,Stallworth,Detroit,LT,Ohio State,31,87,8/23/94,79,318,1,68,9,Pass Protector - OT,65,57,72,88,90,95,12,26,12,6,28,15,44,51,5,14,70,89,89,11,19,18,9,83,11,5,87,89,86,91,6,19,15,10,29,16,83,83,83,25,15,69,12,15,34,6,6,6,6,22,15,92,20,14,3,60.0,20.0,31.83,Normal
Tip,Studwell,Cincinnati,WR,Clemson,26,87,1/18/99,76,219,1,5,5,Physical - WR,88,85,97,89,71,90,83,34,27,78,76,88,97,82,80,10,26,44,85,79,13,17,65,31,19,82,87,34,18,20,15,16,10,16,40,90,48,34,33,84,95,91,74,77,33,27,31,37,25,28,22,84,62,27,4,115.0,28.75,30.0,Normal
Larrye,Haverdink,Green Bay,RT,Wake Forest,26,87,3/26/99,76,304,1,50,3,Agile - OT,83,74,79,88,80,91,27,31,13,17,27,19,23,58,5,8,23,83,95,10,12,12,11,87,9,9,85,87,93,81,8,28,14,9,28,14,83,92,75,18,23,73,7,24,27,7,6,5,4,19,13,77,24,9,4,88.0,22.0,30.2,Normal
Brady,Keck,New York N,MLB,Stanford,29,86,7/29/96,73,235,1,58,6,Field General - MLB,88,81,81,94,73,88,31,73,12,19,47,25,70,76,5,56,81,75,91,44,14,17,10,13,74,5,86,45,45,45,6,89,62,50,93,20,45,45,45,15,41,88,39,33,89,6,6,6,6,25,15,85,37,75,4,8.0,2.0,4.0,Normal
Altie,Kapter,Minnesota,RT,Pittsburgh,29,86,9/15/95,79,310,1,75,7,Pass Protector - OT,74,74,76,90,83,95,28,25,12,22,47,18,38,60,11,12,27,87,94,30,16,22,8,85,12,16,84,89,85,85,3,10,8,11,28,14,88,88,85,18,18,75,21,33,27,9,6,3,7,21,18,95,40,13,5,92.5,18.5,22.626,Normal
Dunc,Trimble,New York N,RE,Florida State,27,86,4/23/98,77,250,1,0,6,Smaller Speed Rusher - DE,88,86,86,80,76,89,30,81,12,24,43,28,45,75,7,86,78,77,92,43,19,15,10,13,45,7,85,43,48,46,8,83,72,19,84,19,48,46,49,19,34,88,38,31,87,3,6,3,5,21,8,89,28,56,4,8.0,2.0,4.0,Normal
Eldon,Stansauk,New Orleans,WR,Ohio State,25,86,6/27/00,72,187,1,12,3,Deep Threat - WR,91,88,82,86,63,80,80,21,22,71,66,85,90,89,89,12,18,40,88,72,18,19,79,21,21,86,87,24,15,15,8,30,11,20,38,85,41,28,18,83,82,91,72,42,13,10,10,16,12,21,20,86,34,29,4,19.271874,4.817969,19.271874,Normal
Mick,Kelm,Seattle,WR,Eastern Wash.,32,86,6/15/93,74,208,1,10,8,Slot - WR,92,91,81,99,66,84,94,27,22,85,74,87,95,87,82,9,25,55,89,89,21,24,85,36,15,88,88,45,33,37,34,21,9,14,35,87,61,25,34,86,86,87,84,75,33,31,36,45,43,61,30,89,51,26,3,45.0,15.0,17.5,Normal
Naaman,Munsey,Chicago,WR,Maryland,28,86,4/14/97,72,210,1,2,7,,91,95,97,96,63,82,95,23,23,86,71,90,91,84,82,11,17,42,95,94,10,15,77,20,18,82,85,26,25,21,15,24,9,28,32,86,53,25,31,81,90,92,82,82,30,17,27,33,24,46,24,91,68,24,4,8.0,2.0,4.0,Normal
Marcello,Matesic,Denver,MLB,Arkansas,28,86,5/25/97,72,230,0,57,6,Field General - MLB,86,80,79,88,70,91,51,70,12,38,54,35,73,72,19,61,89,77,87,50,14,20,11,25,74,24,84,47,43,45,4,92,55,46,92,28,44,43,46,31,53,85,48,32,89,4,6,7,6,21,15,84,45,78,3,31.5,10.5,11.5,Normal
Damien,Forbath,New York A,WR,Ohio State,25,86,7/22/00,72,192,1,5,3,,91,91,85,92,58,82,89,17,19,82,76,85,92,95,84,8,18,39,95,92,14,17,81,24,14,87,85,28,20,16,10,20,8,13,34,79,47,25,25,84,94,94,85,63,25,14,15,20,24,26,14,80,40,21,4,8.0,2.0,4.0,Normal
Mush,Statuto,New England,FS,Michigan,29,86,10/4/95,71,215,1,5,8,Run Support - S,88,87,83,85,70,86,83,62,35,77,67,63,78,78,37,44,90,73,84,87,18,25,84,21,76,40,87,35,35,34,28,83,36,78,81,49,35,38,37,48,63,90,74,48,79,22,26,31,38,36,30,81,41,84,3,24.0,8.0,11.68,Normal
Chester,Schick,Atlanta,LT,Texas AM,33,86,2/11/92,77,309,1,70,11,Pass Protector - OT,74,69,76,95,87,91,27,42,12,24,46,35,38,58,9,30,40,85,96,8,21,20,12,79,12,19,85,88,88,91,4,32,35,9,52,35,76,80,74,29,26,71,13,21,43,5,6,8,6,27,13,87,38,15,2,45.0,22.5,38.0,Normal
Loren,Ferris,Philadelphia,QB,Oklahoma,27,86,8/7/98,73,223,1,1,5,Improviser - QB,91,91,85,96,79,87,95,32,93,78,64,50,63,93,16,12,32,38,93,85,20,20,22,27,16,28,84,23,19,20,91,21,9,11,39,28,34,11,16,37,50,90,76,72,37,90,87,94,92,86,88,91,74,22,5,255.0,51.0,110.0,Normal
Francis,Barber,Tampa Bay,CB,Auburn,28,86,10/15/96,73,206,1,35,6,Manto Man - CB,94,82,94,90,62,84,70,48,13,55,59,59,73,85,25,37,66,56,82,74,31,35,63,17,86,22,85,32,37,33,5,84,28,88,81,25,35,34,32,31,69,93,66,46,72,9,6,3,7,18,11,86,39,86,4,52.0,13.0,21.5,Normal
