PFL_Name,Real_Player_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Byron Lichtensteiger,Jimmie Ward,Houston Texans,SS,10508000.0,1,10508000.0,1.0,CORRECT,0.0
Nuu Lange,Jonathan Greenard,Minnesota Vikings,LE,76000000.0,4,76000000.0,4.0,CORRECT,0.0
Wardell Stuvaints,Jordan Love,Green Bay Packers,QB,220000000.0,4,220000000.0,4.0,CORRECT,0.0
Fletcher Burruss,Kenny Clark,Green Bay Packers,DT,64000000.0,3,64000000.0,3.0,CORRECT,0.0
Palmer Kinzer,N/A,Jacksonville,P,16.0,4,N/A,N/A,NO_TEST_MATCH,N/A
Alfonso Lenc,Michael Dickson,Seattle Seahawks,P,16200000.0,4,16200000.0,4.0,CORRECT,0.0
Duriel Zecher,Nick Bolton,Kansas City Chiefs,MLB,45000000.0,3,45000000.0,3.0,CORRECT,0.0
Kris Titus,Patrick Ricard,Baltimore Ravens,FB,2872500.0,1,2872500.0,1.0,CORRECT,0.0
Ruben Tulloch,Rashee Rice,Kansas City Chiefs,WR,6495208.0,4,6495208.0,4.0,CORRECT,0.0
Artimus Markland,Ryan Kelly,Minnesota Vikings,C,18000000.0,2,18000000.0,2.0,CORRECT,0.0
Morrie Ogle,Von Miller,Washington Commanders,RE,6100000.0,1,6100000.0,1.0,CORRECT,0.0
Rian Hanner,N/A,Los Angeles N Rams,DT,11.410122,4,N/A,N/A,NO_TEST_MATCH,N/A
Enid Wyhonic,Calais Campbell,Arizona Cardinals,DT,5500000.0,1,5500000.0,1.0,CORRECT,0.0
Vlad Herchman,Camryn Bynum,Indianapolis Colts,SS,60000000.0,4,60000000.0,4.0,CORRECT,0.0
Zeke Wykoff,Cole Kmet,Chicago Bears,TE,50000000.0,4,50000000.0,4.0,CORRECT,0.0
Akiem Ingersoll,Corey Bojorquez,Cleveland Browns,P,4000000.0,2,4000000.0,2.0,CORRECT,0.0
Le-Lo Treu,Darren Waller,Miami Dolphins,TE,2000000.0,1,2000000.0,1.0,CORRECT,0.0
Solly Lawler,DeAndre Hopkins,Baltimore Ravens,WR,5000000.0,1,5000000.0,1.0,CORRECT,0.0
Goldie Danenhauer,Deommodore Lenoir,San Francisco 49ers,CB,88884000.0,5,88884000.0,5.0,CORRECT,0.0
Jah Caravello,Deshon Elliott,Pittsburgh Steelers,SS,12500000.0,2,12500000.0,2.0,CORRECT,0.0
Hanford Quaerna,Grady Jarrett,Chicago Bears,DT,42750000.0,3,42750000.0,3.0,CORRECT,0.0
Dj Belden,Harrison Butker,Kansas City Chiefs,K,25600000.0,4,25600000.0,4.0,CORRECT,0.0
Harrie Machado,JK Dobbins,Denver Broncos,HB,2745000.0,1,2745000.0,1.0,CORRECT,0.0
Carey Mccluskey,Jaelan Phillips,Miami Dolphins,LE,14018202.0,4,14018202.0,4.0,CORRECT,0.0
Curtland Principe,Jameson Williams,Detroit Lions,WR,17461790.0,4,17461790.0,4.0,CORRECT,0.0
Deauntae Bunch,N/A,Los Angeles A Chargers,RT,35.160944,4,N/A,N/A,NO_TEST_MATCH,N/A
Felipe Orvis,N/A,New York A Jets,LG,11.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Ordell Conaty,Josh Metellus,Minnesota Vikings,SS,36000000.0,3,36000000.0,3.0,CORRECT,0.0
Armegis Kopp,Kaden Elliss,Atlanta Falcons,MLB,21500000.0,3,21500000.0,3.0,CORRECT,0.0
Da'Norris Moroski,Khalil Shakir,Buffalo Bills,WR,53058000.0,4,53058000.0,4.0,CORRECT,0.0
Taco Chilton,Kyler Gordon,Chicago Bears,CB,40000000.0,3,40000000.0,3.0,CORRECT,0.0
Dujuan Easy,Logan Wilson,Cincinnati Bengals,MLB,36000000.0,4,36000000.0,4.0,CORRECT,0.0
Petey Dolbin,Luke Goedeke,Tampa Bay Buccaneers,RT,6178985.0,4,6178985.0,4.0,CORRECT,0.0
Grant Carman,Michael Pittman Jr.,Indianapolis Colts,WR,70000000.0,3,70000000.0,3.0,CORRECT,0.0
Night Mcelwain,Mike Onwenu,New England Patriots,RG,57000000.0,3,57000000.0,3.0,CORRECT,0.0
Whit Devree,Mike McGlinchey,Denver Broncos,RT,87500000.0,5,87500000.0,5.0,CORRECT,0.0
Marques Julien,N/A,Los Angeles A Chargers,HB,4.25,1,N/A,N/A,NO_TEST_MATCH,N/A
Hillary Binns,Odafe Oweh,Baltimore Ravens,RE,11342391.0,4,11342391.0,4.0,CORRECT,0.0
Uche Ridgle,Patrick Queen,Pittsburgh Steelers,MLB,41000000.0,3,41000000.0,3.0,CORRECT,0.0
Perce Olander,N/A,New York N Giants,CB,56.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Bourbon Welborne,N/A,New York A Jets,ROLB,19.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Stacey Oordt,Rashan Gary,Green Bay Packers,LE,96000000.0,4,96000000.0,4.0,CORRECT,0.0
Dwan Figaro,Robert Spillane,New England Patriots,ROLB,33000000.0,3,33000000.0,3.0,CORRECT,0.0
Shelton Banks,Robert Hunt,Carolina Panthers,RG,100000000.0,5,100000000.0,5.0,CORRECT,0.0
Rico Thelwell,Tank Dell,Houston Texans,WR,5689104.0,4,5689104.0,4.0,CORRECT,0.0
Red Toogood,N/A,Jacksonville,HB,13.898105,4,N/A,N/A,NO_TEST_MATCH,N/A
D'Brickashaw Shekleton,Trevon Moehrig,Carolina Panthers,FS,51000000.0,3,51000000.0,3.0,CORRECT,0.0
Marviel Witucki,Tua Tagovailoa,Miami Dolphins,QB,212400000.0,4,212400000.0,4.0,CORRECT,0.0
Marion Paris,N/A,New York N Giants,LE,44.25518,4,N/A,N/A,NO_TEST_MATCH,N/A
Clair Cercone,Andrew DePaola,Minnesota Vikings,LS,4025000.0,3,4025000.0,3.0,CORRECT,0.0
Lynn Hester,Bradley Pinion,Atlanta Falcons,P,8650000.0,3,8650000.0,3.0,CORRECT,0.0
Alterraun Birden,Brian Robinson,Washington Commanders,HB,5044908.0,4,5044908.0,4.0,CORRECT,0.0
Kendyl Tyner,Bryan Anger,Dallas Cowboys,P,6400000.0,2,6400000.0,2.0,CORRECT,0.0
Matthias Munchak,C.J. Stroud,Houston Texans,QB,36279243.0,4,36279243.0,4.0,CORRECT,0.0
Neil Holloway,Calvin Ridley,Tennessee Titans,WR,92000000.0,4,92000000.0,4.0,CORRECT,0.0
Stefen Shello,Cam Taylor-Britt,Cincinnati Bengals,CB,5952727.0,4,5952727.0,4.0,CORRECT,0.0
Theo Curcio,Chase Brown,Cincinnati Bengals,HB,4126156.0,4,4126156.0,4.0,CORRECT,0.0
Duffy Kennard,Christian Kirk,Houston Texans,WR,72000000.0,4,72000000.0,4.0,CORRECT,0.0
Na'Shan Engstrom,D'Andre Swift,Chicago Bears,HB,24000000.0,3,24000000.0,3.0,CORRECT,0.0
Julie Digris,Darnell Mooney,Atlanta Falcons,WR,39000000.0,3,39000000.0,3.0,CORRECT,0.0
Jasen Podlesh,Ed Oliver,Buffalo Bills,DT,68000000.0,4,68000000.0,4.0,CORRECT,0.0
Wendell Condo,Grant Delpit,Cleveland Browns,SS,36000000.0,3,36000000.0,3.0,CORRECT,0.0
Mister Listopad,Greg Newsome,Cleveland Browns,CB,12748736.0,4,12748736.0,4.0,CORRECT,0.0
Osi Sites,Jake Ferguson,Dallas Cowboys,TE,50000000.0,4,50000000.0,4.0,CORRECT,0.0
Devery Winn,Jalen Thompson,Arizona Cardinals,FS,36000000.0,3,36000000.0,3.0,CORRECT,0.0
Tinker Hoel,Javon Hargrave,Minnesota Vikings,DT,30000000.0,2,30000000.0,2.0,CORRECT,0.0
Siupeli Barney,Jayden Reed,Green Bay Packers,WR,7180778.0,4,7180778.0,4.0,CORRECT,0.0
Connie Bratzke,Jonnu Smith,Pittsburgh Steelers,TE,12010000.0,1,12010000.0,1.0,CORRECT,0.0
Terdell Nord,N/A,Los Angeles A Chargers,LS,6.6,4,N/A,N/A,NO_TEST_MATCH,N/A
Dejon Waddy,Kaleb McGary,Atlanta Falcons,RT,30000000.0,2,30000000.0,2.0,CORRECT,0.0
Leonard Mitchell,Kamari Lassiter,Houston Texans,CB,9014800.0,4,9014800.0,4.0,CORRECT,0.0
Gartrell Barrie,Kevin Byard III,Chicago Bears,FS,16.0,2,N/A,N/A,NO_CONTRACT_FOUND,N/A
Brandon Zuzzio,N/A,Los Angeles A Chargers,RG,21.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Keylon Covert,Montez Sweat,Chicago Bears,LE,98000000.0,4,98000000.0,4.0,CORRECT,0.0
Harlan Galigher,Morgan Moses,New England Patriots,RT,24000000.0,3,24000000.0,3.0,CORRECT,0.0
Kenton Hay,Nate Hobbs,Green Bay Packers,CB,48000000.0,4,48000000.0,4.0,CORRECT,0.0
Chase Eshmont,Nolan Smith,Philadelphia Eagles,LE,11992409.0,4,11992409.0,4.0,CORRECT,0.0
Chidi Pace,Rashod Bateman,Baltimore Ravens,WR,36750000.0,3,36750000.0,3.0,CORRECT,0.0
Armin Schumacher,Shaq Thompson,Buffalo Bills,MLB,1255000.0,1,1255000.0,1.0,CORRECT,0.0
Dieter Bredde,T.J. Edwards,Chicago Bears,ROLB,20000000.0,2,20000000.0,2.0,CORRECT,0.0
Heine Mccallum,Tyler Allgeier,Atlanta Falcons,HB,3993896.0,4,3993896.0,4.0,CORRECT,0.0
Hardy Branton,Tyler Biadasz,Washington Commanders,C,29250000.0,3,29250000.0,3.0,CORRECT,0.0
Verron Colo,Adam Thielen,Carolina Panthers,WR,8500000.0,1,8500000.0,1.0,CORRECT,0.0
Ovie Corley,Ar'Darius Washington,Baltimore Ravens,FS,3263000.0,1,3263000.0,1.0,CORRECT,0.0
Gerard Carrell,Azeez Al-Shaair,Houston Texans,MLB,34000000.0,3,34000000.0,3.0,CORRECT,0.0
Sherrick Gehring,N/A,New Orleans,LE,52.0,4,N/A,N/A,NO_TEST_MATCH,N/A
Thurston Perpich,Christian Barmore,New England Patriots,DT,83000000.0,4,83000000.0,4.0,CORRECT,0.0
Rebel Ellzey,Dalton Schultz,Houston Texans,TE,36000000.0,3,36000000.0,3.0,CORRECT,0.0
Samie Giordano,N/A,Los Angeles N Rams,CB,20.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Shann Knapper,Darnell Wright,Chicago Bears,RT,20968267.0,4,20968267.0,4.0,CORRECT,0.0
Sean Yablonski,N/A,New Orleans,DT,12.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Antwuan Karamatic,Ernest Jones,Seattle Seahawks,MLB,28500000.0,3,28500000.0,3.0,CORRECT,0.0
Andre' Gentry,Frankie Luvu,Washington Commanders,ROLB,31000000.0,3,31000000.0,3.0,CORRECT,0.0
Tra Warne,Garrett Williams,Arizona Cardinals,CB,5634930.0,4,5634930.0,4.0,CORRECT,0.0
Emarlos Kacmarek,Geno Smith,Las Vegas Raiders,QB,75000000.0,2,75000000.0,2.0,CORRECT,0.0
Olrick Partlow,Harold Landry III,New England Patriots,LE,45.5,3,N/A,N/A,NO_CONTRACT_FOUND,N/A
Canute Rabach,Hjalte Froholdt,Arizona Cardinals,C,12000000.0,2,12000000.0,2.0,CORRECT,0.0
Will Still,Ikem Ekwonu,Carolina Panthers,LT,27568052.0,4,27568052.0,4.0,CORRECT,0.0
Chastin Waldron,Isaac Seumalo,Pittsburgh Steelers,LG,24000000.0,3,24000000.0,3.0,CORRECT,0.0
Gail Gabbard,Isaiah Likely,Baltimore Ravens,TE,4164340.0,4,4164340.0,4.0,CORRECT,0.0
Spider Eissler,N/A,Los Angeles A Chargers,P,4.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Zachary Weatherspoon,Jauan Jennings,San Francisco 49ers,WR,11890000.0,2,11890000.0,2.0,CORRECT,0.0
Lito Myhra,Jaylen Warren,Pittsburgh Steelers,HB,5346000.0,1,5346000.0,1.0,CORRECT,0.0
Isiah Upshaw,Joey Porter Jr.,Pittsburgh Steelers,CB,9618345.0,4,9618345.0,4.0,CORRECT,0.0
Stoney Susoeff,John Franklin-Myers,Denver Broncos,DT,15000000.0,2,15000000.0,2.0,CORRECT,0.0
Malcom Gafford,Jonathon Cooper,Denver Broncos,LE,60000000.0,4,60000000.0,4.0,CORRECT,0.0
Harold Widby,Jordyn Brooks,Miami Dolphins,MLB,26250000.0,3,26250000.0,3.0,CORRECT,0.0
Oscar Fernandes,Josh Downs,Indianapolis Colts,WR,5520459.0,4,5520459.0,4.0,CORRECT,0.0
Cam Moyer,N/A,New Orleans,SS,3.17,1,N/A,N/A,NO_TEST_MATCH,N/A
Gibby Lesueur,Ka'imi Fairbairn,Houston Texans,K,15900000.0,3,15900000.0,3.0,CORRECT,0.0
Donnell Sabb,Kareem Hunt,Kansas City Chiefs,HB,1500000.0,1,1500000.0,1.0,CORRECT,0.0
Porky Clow,Kyle Dugger,New England Patriots,SS,58000000.0,4,58000000.0,4.0,CORRECT,0.0
Sky Sinceno,Kyle Van Noy,Baltimore Ravens,LE,9000000.0,2,9000000.0,2.0,CORRECT,0.0
Alabama Dils,Marquise Brown,Kansas City Chiefs,WR,7000000.0,1,7000000.0,1.0,CORRECT,0.0
Irvin Svare,Mason Graham,Cleveland Browns,DT,40874192.0,4,40874192.0,4.0,CORRECT,0.0
Jermaine Kowgios,Orlando Brown Jr.,Cincinnati Bengals,LT,64092000.0,4,64092000.0,4.0,CORRECT,0.0
Vilnis Hickey,N/A,Los Angeles N Rams,DT,26.6,3,N/A,N/A,NO_TEST_MATCH,N/A
Orlando Dye,Rasheed Walker,Green Bay Packers,LT,3740872.0,4,3740872.0,4.0,CORRECT,0.0
Lonyae Considine,Reed Blankenship,Philadelphia Eagles,FS,3575000.0,1,3575000.0,1.0,CORRECT,0.0
Langston Doxzon,Rhamondre Stevenson,New England Patriots,HB,36000000.0,4,36000000.0,4.0,CORRECT,0.0
Vaughn Slaby,Rico Dowdle,Carolina Panthers,HB,2750000.0,1,2750000.0,1.0,CORRECT,0.0
Tab Cain,N/A,Los Angeles A Chargers,CB,6.39572,4,N/A,N/A,NO_TEST_MATCH,N/A
Gannon Buchanan,Teven Jenkins,Cleveland Browns,RG,3050000.0,1,3050000.0,1.0,CORRECT,0.0
Jocelyn Trent,Tremaine Edmunds,Chicago Bears,MLB,72000000.0,4,72000000.0,4.0,CORRECT,0.0
Daven Humm,Will Fries,Minnesota Vikings,RG,87720000.0,5,87720000.0,5.0,CORRECT,0.0
Lydon Diles,Xavier Worthy,Kansas City Chiefs,WR,13790264.0,4,13790264.0,4.0,CORRECT,0.0
Stillwell Deberg,Xavier Woods,Tennessee Titans,FS,8000000.0,2,8000000.0,2.0,CORRECT,0.0
Kion Spann,YaYa Diaby,Tampa Bay Buccaneers,RE,5465412.0,4,5465412.0,4.0,CORRECT,0.0
Austen Dragon,Zaire Franklin,Indianapolis Colts,MLB,31260000.0,3,31260000.0,3.0,CORRECT,0.0
Reed Cheverko,Zyon McCollum,Tampa Bay Buccaneers,CB,3981732.0,4,3981732.0,4.0,CORRECT,0.0
Demetrious Langas,Alec Pierce,Indianapolis Colts,WR,6601342.0,4,6601342.0,4.0,CORRECT,0.0
Aston Falls,Alex Anzalone,Detroit Lions,ROLB,18300000.0,3,18300000.0,3.0,CORRECT,0.0
Pierce Banyard,Bo Nix,Denver Broncos,QB,18613166.0,4,18613166.0,4.0,CORRECT,0.0
Dajuan Calicchio,Bradley Chubb,Miami Dolphins,RE,54490000.0,3,54490000.0,3.0,CORRECT,0.0
Kliff Tenner,N/A,New Orleans,WR,12.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Jermey Mcgeary,Bryce Baringer,New England Patriots,P,4018456.0,4,4018456.0,4.0,CORRECT,0.0
Hubie Bua,N/A,Los Angeles A Chargers,K,24.004,4,N/A,N/A,NO_TEST_MATCH,N/A
Deangelo Pastrana,N/A,New Orleans,RE,5.05,1,N/A,N/A,NO_TEST_MATCH,N/A
Lynwood Abbruzzi,N/A,New Orleans,RG,45.0,4,N/A,N/A,NO_TEST_MATCH,N/A
Joique Dinkins,Chase McLaughlin,Tampa Bay Buccaneers,K,12300000.0,3,12300000.0,3.0,CORRECT,0.0
Tyrod Loneker,N/A,New Orleans,RE,50.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Alain Courville,Cody Barton,Tennessee Titans,MLB,21000000.0,3,21000000.0,3.0,CORRECT,0.0
Devone Kapinos,Cody Mauch,Tampa Bay Buccaneers,RG,7485456.0,4,7485456.0,4.0,CORRECT,0.0
Ebert Casares,DaQuan Jones,Buffalo Bills,DT,16000000.0,2,16000000.0,2.0,CORRECT,0.0
Kaelin Greenhalgh,David Onyemata,Atlanta Falcons,DT,35000000.0,3,35000000.0,3.0,CORRECT,0.0
Molly Look,D.J. Turner,Cincinnati Bengals,CB,6160043.0,4,6160043.0,4.0,CORRECT,0.0
Torell Mendez,Drew Dalman,Chicago Bears,C,42000000.0,3,42000000.0,3.0,CORRECT,0.0
Keo Henry,N/A,New York N Giants,CB,3.995942,4,N/A,N/A,NO_TEST_MATCH,N/A
Xavier Beauford,Edgerrin Cooper,Green Bay Packers,MLB,8598920.0,4,8598920.0,4.0,CORRECT,0.0
Deck Eliopulos,N/A,Los Angeles A Chargers,FS,18.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Skyler Lyght,Germaine Pratt,Las Vegas Raiders,ROLB,4260000.0,1,4260000.0,1.0,CORRECT,0.0
Artis Pettis,Gervon Dexter,Chicago Bears,DT,6723728.0,4,6723728.0,4.0,CORRECT,0.0
Rodrique Koman,Jack Conklin,Cleveland Browns,RT,45000000.0,3,45000000.0,3.0,CORRECT,0.0
Zane Bullitt,Jack Fox,Detroit Lions,P,14065000.0,4,14065000.0,4.0,CORRECT,0.0
Chet Littleton,Jalon Walker,Atlanta Falcons,LE,20562370.0,4,20562370.0,4.0,CORRECT,0.0
Dameon Gooch,James Daniels,Miami Dolphins,LG,24000000.0,3,24000000.0,3.0,CORRECT,0.0
Kurt Swink,Jarran Reed,Seattle Seahawks,DT,22000000.0,3,22000000.0,3.0,CORRECT,0.0
Sullivan Colvin,Jason Myers,Seattle Seahawks,K,21100000.0,4,21100000.0,4.0,CORRECT,0.0
Bolo Burroughs,N/A,New York A Jets,RE,13.087443,4,N/A,N/A,NO_TEST_MATCH,N/A
Cheta Addison,N/A,New York A Jets,C,6.359598,4,N/A,N/A,NO_TEST_MATCH,N/A
Deems Coutre,Jordan Mason,Minnesota Vikings,HB,10500000.0,2,10500000.0,2.0,CORRECT,0.0
Herdis Hagood,N/A,Jacksonville,CB,31.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Deshaun Ross,N/A,Los Angeles N Rams,SS,9.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Brison Perkins,Kyler Murray,Arizona Cardinals,QB,230500000.0,5,230500000.0,5.0,CORRECT,0.0
Franco Demery,Luke Rhodes,Indianapolis Colts,LS,6465000.0,4,6465000.0,4.0,CORRECT,0.0
Plaxico Hertz,Malik Hooker,Dallas Cowboys,FS,21000000.0,3,21000000.0,3.0,CORRECT,0.0
Waddell Gelbaugh,Marvin Harrison Jr.,Arizona Cardinals,WR,35374742.0,4,35374742.0,4.0,CORRECT,0.0
Wonder Cobbs,Mike Gesicki,Cincinnati Bengals,TE,25500000.0,3,25500000.0,3.0,CORRECT,0.0
Grenny Rae,Nate Wiggins,Baltimore Ravens,CB,12819822.0,4,12819822.0,4.0,CORRECT,0.0
Jonas Milner,N/A,New York A Jets,K,4.875,1,N/A,N/A,NO_TEST_MATCH,N/A
Darius Chesbro,Osa Odighizuwa,Dallas Cowboys,DT,80000000.0,4,80000000.0,4.0,CORRECT,0.0
Twan Witte,Quay Walker,Green Bay Packers,ROLB,13841641.0,4,13841641.0,4.0,CORRECT,0.0
Wimpy Tilton,Rachaad White,Tampa Bay Buccaneers,HB,5129999.0,4,5129999.0,4.0,CORRECT,0.0
Dominique Gladden,Raheem Mostert,Las Vegas Raiders,HB,1600000.0,1,1600000.0,1.0,CORRECT,0.0
Tavon Shlapak,N/A,New Orleans,WR,5.2,1,N/A,N/A,NO_TEST_MATCH,N/A
Nielson Shank,Reggie Gilliam,Buffalo Bills,FB,2000000.0,1,2000000.0,1.0,CORRECT,0.0
Leonardo Manoa,Rome Odunze,Chicago Bears,WR,22724500.0,4,22724500.0,4.0,CORRECT,0.0
Talman Molden,Romeo Doubs,Green Bay Packers,WR,4343916.0,4,4343916.0,4.0,CORRECT,0.0
Jerramy Free,Sean Murphy-Bunting,Arizona Cardinals,CB,6.975,2,N/A,N/A,NO_CONTRACT_FOUND,N/A
Ronde Malcolm,Shaquill Griffin,Seattle Seahawks,CB,3000000.0,1,3000000.0,1.0,CORRECT,0.0
Denny Yanda,T'Vondre Sweat,Tennessee Titans,DT,9552440.0,4,9552440.0,4.0,CORRECT,0.0
Scot Bowens,Taylor Rapp,Buffalo Bills,SS,10625000.0,3,10625000.0,3.0,CORRECT,0.0
Jeromy Wright,Terrel Bernard,Buffalo Bills,MLB,42143000.0,4,42143000.0,4.0,CORRECT,0.0
Mossis Mosier,Tommy Townsend,Houston Texans,P,6000000.0,2,6000000.0,2.0,CORRECT,0.0
Lofa Joines,Tucker Kraft,Green Bay Packers,TE,5537934.0,4,5537934.0,4.0,CORRECT,0.0
Baptiste Mcdonald,Tyjae Spears,Tennessee Titans,HB,5490616.0,4,5490616.0,4.0,CORRECT,0.0
Alvoid Curran,Tyler Lockett,Tennessee Titans,WR,4000000.0,1,4000000.0,1.0,CORRECT,0.0
Maulty Holt,N/A,New York N Giants,HB,3.306352,4,N/A,N/A,NO_TEST_MATCH,N/A
Taylor Pagac,Will Campbell,New England Patriots,LT,43662103.0,4,43662103.0,4.0,CORRECT,0.0
Enio Vollenweider,Wyatt Teller,Cleveland Browns,RG,56800000.0,4,56800000.0,4.0,CORRECT,0.0
Tremayne Hills,N/A,New Orleans,LS,5.31,4,N/A,N/A,NO_TEST_MATCH,N/A
Rhondy Brunner,N/A,Los Angeles N Rams,CB,0.255,1,N/A,N/A,NO_TEST_MATCH,N/A
Deandre Isom,N/A,Los Angeles N Rams,LT,57.3,3,N/A,N/A,NO_TEST_MATCH,N/A
Nolan Fricke,N/A,Los Angeles A Chargers,FS,10.125,2,N/A,N/A,NO_TEST_MATCH,N/A
Bullets Kasap,Amani Hooker,Tennessee Titans,SS,30000000.0,3,30000000.0,3.0,CORRECT,0.0
Wash Schweder,N/A,New York A Jets,FS,7.5,1,N/A,N/A,NO_TEST_MATCH,N/A
Jarriel Brazinsky,Anfernee Jennings,New England Patriots,RE,12000000.0,3,12000000.0,3.0,CORRECT,0.0
Brannon Star,Antonio Gibson,New England Patriots,HB,11250000.0,3,11250000.0,3.0,CORRECT,0.0
Ross Kaiser,N/A,Jacksonville,DT,43.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Darris Ledbetter,Boye Mafe,Seattle Seahawks,RE,8562251.0,4,8562251.0,4.0,CORRECT,0.0
Vaughan Wender,Braxton Jones,Chicago Bears,LT,3959552.0,4,3959552.0,4.0,CORRECT,0.0
Rosey Livers,Bryan Cook,Kansas City Chiefs,FS,5847138.0,4,5847138.0,4.0,CORRECT,0.0
Boyce Dicus,N/A,Los Angeles N Rams,RE,3.556667,4,N/A,N/A,NO_TEST_MATCH,N/A
Tommie Mcgriggs,Cairo Santos,Chicago Bears,K,15600000.0,4,15600000.0,4.0,CORRECT,0.0
Saladin Myslinski,Cam Robinson,Houston Texans,LT,12000000.0,1,12000000.0,1.0,CORRECT,0.0
Corn Hampton,Christian Watson,Green Bay Packers,WR,9241033.0,4,9241033.0,4.0,CORRECT,0.0
Conroy Sweet,Cole Holcomb,Pittsburgh Steelers,MLB,18000000.0,3,18000000.0,3.0,CORRECT,0.0
D'Andre Wukits,Connor McGovern,Buffalo Bills,C,22350000.0,3,22350000.0,3.0,CORRECT,0.0
Dukes O'Neill,D.J. Jones,Denver Broncos,DT,39000000.0,3,39000000.0,3.0,CORRECT,0.0
Dannell Carthen,Dameon Pierce,Houston Texans,HB,4475432.0,4,4475432.0,4.0,CORRECT,0.0
Talance Gilchrist,Daniel Carlson,Las Vegas Raiders,K,18400000.0,4,18400000.0,4.0,CORRECT,0.0
Zac Klever,Demario Douglas,New England Patriots,WR,3973332.0,4,3973332.0,4.0,CORRECT,0.0
Flavio Brito,N/A,Los Angeles A Chargers,CB,13.0,2,N/A,N/A,NO_TEST_MATCH,N/A
Neill Linden,Dorance Armstrong,Washington Commanders,LE,33000000.0,3,33000000.0,3.0,CORRECT,0.0
Rhett Givins,Drake Maye,New England Patriots,QB,36639764.0,4,36639764.0,4.0,CORRECT,0.0
Derrie Sorey,N/A,Jacksonville,LG,26.0,3,N/A,N/A,NO_TEST_MATCH,N/A
Sneeze Kinder,Geno Stone,Cincinnati Bengals,FS,4900000.0,1,4900000.0,1.0,CORRECT,0.0
Bernie Dabney,Harrison Phillips,Minnesota Vikings,DT,15000000.0,2,15000000.0,2.0,CORRECT,0.0
Karsten Lovetere,Ivan Pace,Minnesota Vikings,ROLB,2715000.0,3,2715000.0,3.0,CORRECT,0.0
Tarvaris Cieslak,J.J. Jansen,Carolina Panthers,LS,1422500.0,1,1422500.0,1.0,CORRECT,0.0
Barry Garner,Jahdae Barron,Denver Broncos,CB,18073176.0,4,18073176.0,4.0,CORRECT,0.0
Lamont Cavanaugh,Jake Elliott,Philadelphia Eagles,K,24000000.0,4,24000000.0,4.0,CORRECT,0.0
Link Doane,Javonte Williams,Dallas Cowboys,HB,3000000.0,1,3000000.0,1.0,CORRECT,0.0
Hampton Gaulke,JC Latham,Tennessee Titans,RT,26045188.0,4,26045188.0,4.0,CORRECT,0.0
Jaime Scruggs,Jonathan Jones,Washington Commanders,CB,5500000.0,1,5500000.0,1.0,CORRECT,0.0
Erasmus Clinton,Jordan Davis,Philadelphia Eagles,DT,17009278.0,4,17009278.0,4.0,CORRECT,0.0
Orie Ninkovich,N/A,Los Angeles N Rams,FS,6.596312,4,N/A,N/A,NO_TEST_MATCH,N/A
Turk Fonoti,Keion White,New England Patriots,LE,7790161.0,4,7790161.0,4.0,CORRECT,0.0
Antony Lurtsema,Kenneth Grant,Miami Dolphins,DT,21956312.0,4,21956312.0,4.0,CORRECT,0.0
Samkon Chalenski,Kyle Pitts,Atlanta Falcons,TE,32910495.0,4,32910495.0,4.0,CORRECT,0.0
Tray Harbor,Mack Wilson,Arizona Cardinals,MLB,12750000.0,3,12750000.0,3.0,CORRECT,0.0
Ceasar Dilger,Marcus Jones,New England Patriots,CB,5176952.0,4,5176952.0,4.0,CORRECT,0.0
Bennie Marquardt,Maxwell Hairston,Buffalo Bills,CB,15257982.0,4,15257982.0,4.0,CORRECT,0.0
Lakei Stamer,Michael Wilson,Arizona Cardinals,WR,5339461.0,4,5339461.0,4.0,CORRECT,0.0
Nehemiah Ladrow,Mike Danna,Kansas City Chiefs,RE,25.0,3,N/A,N/A,NO_CONTRACT_FOUND,N/A
Gorden Mouton,Mykel Williams,San Francisco 49ers,RE,24943354.0,4,24943354.0,4.0,CORRECT,0.0
Phillipkeith Quinn,N/A,New Orleans,ROLB,23.5,3,N/A,N/A,NO_TEST_MATCH,N/A
Roberto Landsberg,Rayshawn Jenkins,Cleveland Browns,SS,1422500.0,1,1422500.0,1.0,CORRECT,0.0
Jamarcus Sutter,Roger McCreary,Tennessee Titans,CB,9165609.0,4,9165609.0,4.0,CORRECT,0.0
Godwin Bellino,Rondale Moore,Minnesota Vikings,WR,2000000.0,1,2000000.0,1.0,CORRECT,0.0
Tino Calahan,Sebastian Joseph-Day,Tennessee Titans,DT,4.5,1,N/A,N/A,NO_CONTRACT_FOUND,N/A
