PFL_Name,Team,Position,PFL_Contract_Value,PFL_Contract_Years,Real_Contract_Value,Real_Contract_Years,Status,Difference
Rashard Awasom,New England Patriots,TE,27000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Earl Greenlee,Kansas City Chiefs,RB,3739108.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Almon Azumah,Las Vegas Raiders,WR,33000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sherwood Dibernardo,Houston Texans,S,39000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kailee Talbert,Chicago Bears,S,7355540.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ramos Hoese,Cleveland Browns,ROLB,37500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Emile Fena,Las Vegas Raiders,S,16258000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jamain Angelo,New York N Giants,S,44.3,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Byron Lichtensteiger,Houston Texans,S,10508000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Nuu Lange,Minnesota Vikings,DE,76000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wardell Stuvaints,Green Bay Packers,QB,220000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Fletcher Burruss,Green Bay Packers,DT,64000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Palmer Kinzer,Jacksonville,P,16.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alfonso Lenc,Seattle Seahawks,P,16200000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Duriel Zecher,Kansas City Chiefs,ILB,45000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kris Titus,Baltimore Ravens,FB,2872500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ruben Tulloch,Kansas City Chiefs,WR,6495208.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Artimus Markland,Minnesota Vikings,C,18000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Morrie Ogle,Washington Commanders,DE,6100000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rian Hanner,Los Angeles N Rams,DT,11.410122,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Enid Wyhonic,Arizona Cardinals,DT,5500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vlad Herchman,Indianapolis Colts,S,60000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zeke Wykoff,Chicago Bears,TE,50000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Akiem Ingersoll,Cleveland Browns,P,4000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Le-Lo Treu,Miami Dolphins,TE,2000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Solly Lawler,Baltimore Ravens,WR,5000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Goldie Danenhauer,San Francisco 49ers,CB,88884000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jah Caravello,Pittsburgh Steelers,S,12500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hanford Quaerna,Chicago Bears,DT,42750000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dj Belden,Kansas City Chiefs,K,25600000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harrie Machado,Denver Broncos,RB,2745000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Carey Mccluskey,Miami Dolphins,DE,14018202.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Curtland Principe,Detroit Lions,WR,17461790.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deauntae Bunch,Los Angeles A Chargers,RT,35.160944,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Felipe Orvis,New York A Jets,G,11.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ordell Conaty,Minnesota Vikings,S,36000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Armegis Kopp,Atlanta Falcons,ILB,21500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Da'Norris Moroski,Buffalo Bills,WR,53058000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Taco Chilton,Chicago Bears,CB,40000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dujuan Easy,Cincinnati Bengals,ILB,36000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Petey Dolbin,Tampa Bay Buccaneers,RT,6178985.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Grant Carman,Indianapolis Colts,WR,70000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Night Mcelwain,New England Patriots,G,57000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Whit Devree,Denver Broncos,RT,87500000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marques Julien,Los Angeles A Chargers,RB,4.25,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hillary Binns,Baltimore Ravens,DE,11342391.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Uche Ridgle,Pittsburgh Steelers,ILB,41000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Perce Olander,New York N Giants,CB,56.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bourbon Welborne,New York A Jets,ROLB,19.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stacey Oordt,Green Bay Packers,DE,96000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dwan Figaro,New England Patriots,ROLB,33000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shelton Banks,Carolina Panthers,G,100000000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rico Thelwell,Houston Texans,WR,5689104.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Red Toogood,Jacksonville,RB,13.898105,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
D'Brickashaw Shekleton,Carolina Panthers,S,51000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marviel Witucki,Miami Dolphins,QB,212400000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Marion Paris,New York N Giants,DE,44.25518,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Clair Cercone,Minnesota Vikings,LS,4025000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lynn Hester,Atlanta Falcons,P,8650000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alterraun Birden,Washington Commanders,RB,5044908.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kendyl Tyner,Dallas Cowboys,P,6400000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Matthias Munchak,Houston Texans,QB,36279243.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Neil Holloway,Tennessee Titans,WR,92000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stefen Shello,Cincinnati Bengals,CB,5952727.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Theo Curcio,Cincinnati Bengals,RB,4126156.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Duffy Kennard,Houston Texans,WR,72000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Na'Shan Engstrom,Chicago Bears,RB,24000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Julie Digris,Atlanta Falcons,WR,39000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jasen Podlesh,Buffalo Bills,DT,68000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wendell Condo,Cleveland Browns,S,36000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mister Listopad,Cleveland Browns,CB,12748736.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Osi Sites,Dallas Cowboys,TE,50000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Devery Winn,Arizona Cardinals,S,36000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tinker Hoel,Minnesota Vikings,DT,30000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Siupeli Barney,Green Bay Packers,WR,7180778.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Connie Bratzke,Pittsburgh Steelers,TE,12010000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Terdell Nord,Los Angeles A Chargers,LS,6.6,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dejon Waddy,Atlanta Falcons,RT,30000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Leonard Mitchell,Houston Texans,CB,9014800.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gartrell Barrie,Chicago Bears,S,16.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brandon Zuzzio,Los Angeles A Chargers,G,21.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keylon Covert,Chicago Bears,DE,98000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harlan Galigher,New England Patriots,RT,24000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kenton Hay,Green Bay Packers,CB,48000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chase Eshmont,Philadelphia Eagles,DE,11992409.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chidi Pace,Baltimore Ravens,WR,36750000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Armin Schumacher,Buffalo Bills,ILB,1255000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dieter Bredde,Chicago Bears,ROLB,20000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Heine Mccallum,Atlanta Falcons,RB,3993896.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hardy Branton,Washington Commanders,C,29250000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Verron Colo,Carolina Panthers,WR,8500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ovie Corley,Baltimore Ravens,S,3263000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gerard Carrell,Houston Texans,ILB,34000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sherrick Gehring,New Orleans,DE,52.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Thurston Perpich,New England Patriots,DT,83000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rebel Ellzey,Houston Texans,TE,36000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Samie Giordano,Los Angeles N Rams,CB,20.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Shann Knapper,Chicago Bears,RT,20968267.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sean Yablonski,New Orleans,DT,12.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Antwuan Karamatic,Seattle Seahawks,ILB,28500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Andre' Gentry,Washington Commanders,ROLB,31000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tra Warne,Arizona Cardinals,CB,5634930.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Emarlos Kacmarek,Las Vegas Raiders,QB,75000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Olrick Partlow,New England Patriots,DE,45.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Canute Rabach,Arizona Cardinals,C,12000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Will Still,Carolina Panthers,LT,27568052.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chastin Waldron,Pittsburgh Steelers,G,24000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gail Gabbard,Baltimore Ravens,TE,4164340.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Spider Eissler,Los Angeles A Chargers,P,4.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zachary Weatherspoon,San Francisco 49ers,WR,11890000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lito Myhra,Pittsburgh Steelers,RB,5346000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Isiah Upshaw,Pittsburgh Steelers,CB,9618345.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stoney Susoeff,Denver Broncos,DT,15000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Malcom Gafford,Denver Broncos,DE,60000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Harold Widby,Miami Dolphins,ILB,26250000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Oscar Fernandes,Indianapolis Colts,WR,5520459.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cam Moyer,New Orleans,S,3.17,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gibby Lesueur,Houston Texans,K,15900000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Donnell Sabb,Kansas City Chiefs,RB,1500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Porky Clow,New England Patriots,S,58000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sky Sinceno,Baltimore Ravens,DE,9000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alabama Dils,Kansas City Chiefs,WR,7000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Irvin Svare,Cleveland Browns,DT,40874192.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jermaine Kowgios,Cincinnati Bengals,LT,64092000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vilnis Hickey,Los Angeles N Rams,DT,26.6,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Orlando Dye,Green Bay Packers,LT,3740872.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lonyae Considine,Philadelphia Eagles,S,3575000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Langston Doxzon,New England Patriots,RB,36000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vaughn Slaby,Carolina Panthers,RB,2750000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tab Cain,Los Angeles A Chargers,CB,6.39572,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Gannon Buchanan,Cleveland Browns,G,3050000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jocelyn Trent,Chicago Bears,ILB,72000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Daven Humm,Minnesota Vikings,G,87720000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lydon Diles,Kansas City Chiefs,WR,13790264.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Stillwell Deberg,Tennessee Titans,S,8000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kion Spann,Tampa Bay Buccaneers,DE,5465412.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Austen Dragon,Indianapolis Colts,ILB,31260000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Reed Cheverko,Tampa Bay Buccaneers,CB,3981732.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Demetrious Langas,Indianapolis Colts,WR,6601342.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Aston Falls,Detroit Lions,ROLB,18300000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Pierce Banyard,Denver Broncos,QB,18613166.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dajuan Calicchio,Miami Dolphins,DE,54490000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kliff Tenner,New Orleans,WR,12.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jermey Mcgeary,New England Patriots,P,4018456.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hubie Bua,Los Angeles A Chargers,K,24.004,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deangelo Pastrana,New Orleans,DE,5.05,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lynwood Abbruzzi,New Orleans,G,45.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Joique Dinkins,Tampa Bay Buccaneers,K,12300000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tyrod Loneker,New Orleans,DE,50.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alain Courville,Tennessee Titans,ILB,21000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Devone Kapinos,Tampa Bay Buccaneers,G,7485456.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ebert Casares,Buffalo Bills,DT,16000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kaelin Greenhalgh,Atlanta Falcons,DT,35000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Molly Look,Cincinnati Bengals,CB,6160043.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Torell Mendez,Chicago Bears,C,42000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Keo Henry,New York N Giants,CB,3.995942,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Xavier Beauford,Green Bay Packers,ILB,8598920.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deck Eliopulos,Los Angeles A Chargers,S,18.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Skyler Lyght,Las Vegas Raiders,ROLB,4260000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Artis Pettis,Chicago Bears,DT,6723728.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rodrique Koman,Cleveland Browns,RT,45000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zane Bullitt,Detroit Lions,P,14065000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Chet Littleton,Atlanta Falcons,DE,20562370.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dameon Gooch,Miami Dolphins,G,24000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Kurt Swink,Seattle Seahawks,DT,22000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sullivan Colvin,Seattle Seahawks,K,21100000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bolo Burroughs,New York A Jets,DE,13.087443,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Cheta Addison,New York A Jets,C,6.359598,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deems Coutre,Minnesota Vikings,RB,10500000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Herdis Hagood,Jacksonville,CB,31.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deshaun Ross,Los Angeles N Rams,S,9.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brison Perkins,Arizona Cardinals,QB,230500000.0,5,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Franco Demery,Indianapolis Colts,LS,6465000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Plaxico Hertz,Dallas Cowboys,S,21000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Waddell Gelbaugh,Arizona Cardinals,WR,35374742.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wonder Cobbs,Cincinnati Bengals,TE,25500000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Grenny Rae,Baltimore Ravens,CB,12819822.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jonas Milner,New York A Jets,K,4.875,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darius Chesbro,Dallas Cowboys,DT,80000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Twan Witte,Green Bay Packers,ROLB,13841641.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wimpy Tilton,Tampa Bay Buccaneers,RB,5129999.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dominique Gladden,Las Vegas Raiders,RB,1600000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tavon Shlapak,New Orleans,WR,5.2,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Nielson Shank,Buffalo Bills,FB,2000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Leonardo Manoa,Chicago Bears,WR,22724500.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Talman Molden,Green Bay Packers,WR,4343916.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jerramy Free,Arizona Cardinals,CB,6.975,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ronde Malcolm,Seattle Seahawks,CB,3000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Denny Yanda,Tennessee Titans,DT,9552440.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Scot Bowens,Buffalo Bills,S,10625000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jeromy Wright,Buffalo Bills,ILB,42143000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Mossis Mosier,Houston Texans,P,6000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lofa Joines,Green Bay Packers,TE,5537934.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Baptiste Mcdonald,Tennessee Titans,RB,5490616.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Alvoid Curran,Tennessee Titans,WR,4000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Maulty Holt,New York N Giants,RB,3.306352,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Taylor Pagac,New England Patriots,LT,43662103.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Enio Vollenweider,Cleveland Browns,G,56800000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tremayne Hills,New Orleans,LS,5.31,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rhondy Brunner,Los Angeles N Rams,CB,0.255,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Deandre Isom,Los Angeles N Rams,LT,57.3,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Nolan Fricke,Los Angeles A Chargers,S,10.125,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bullets Kasap,Tennessee Titans,S,30000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Wash Schweder,New York A Jets,S,7.5,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jarriel Brazinsky,New England Patriots,DE,12000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Brannon Star,New England Patriots,RB,11250000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Ross Kaiser,Jacksonville,DT,43.5,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Darris Ledbetter,Seattle Seahawks,DE,8562251.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Vaughan Wender,Chicago Bears,LT,3959552.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rosey Livers,Kansas City Chiefs,S,5847138.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Boyce Dicus,Los Angeles N Rams,DE,3.556667,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tommie Mcgriggs,Chicago Bears,K,15600000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Saladin Myslinski,Houston Texans,LT,12000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Corn Hampton,Green Bay Packers,WR,9241033.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Conroy Sweet,Pittsburgh Steelers,ILB,18000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
D'Andre Wukits,Buffalo Bills,C,22350000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dukes O'Neill,Denver Broncos,DT,39000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Dannell Carthen,Houston Texans,RB,4475432.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Talance Gilchrist,Las Vegas Raiders,K,18400000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Zac Klever,New England Patriots,WR,3973332.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Flavio Brito,Los Angeles A Chargers,CB,13.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Neill Linden,Washington Commanders,DE,33000000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Rhett Givins,New England Patriots,QB,36639764.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Derrie Sorey,Jacksonville,G,26.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Sneeze Kinder,Cincinnati Bengals,S,4900000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Bernie Dabney,Minnesota Vikings,DT,15000000.0,2,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Karsten Lovetere,Minnesota Vikings,ROLB,2715000.0,3,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Tarvaris Cieslak,Carolina Panthers,LS,1422500.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Barry Garner,Denver Broncos,CB,18073176.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Lamont Cavanaugh,Philadelphia Eagles,K,24000000.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Link Doane,Dallas Cowboys,RB,3000000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Hampton Gaulke,Tennessee Titans,RT,26045188.0,4,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
Jaime Scruggs,Washington Commanders,CB,5500000.0,1,N/A,N/A,NO_REAL_CONTRACT_FOUND,N/A
